Date,Time,SWR,RSSI,A1,A2,GPS Date,GPS Time,Long,Lat,Course,GPS Speed,GPS Alt,Baro Alt,Vertical Speed,Temp1,Temp2,RPM,Fuel,Cell volts,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Current,Consumption,Vfas,AccelX,AccelY,AccelZ,Rud,Ele,Thr,Ail,S1,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH
2013-12-16,21:44:48.710,1,79,7.45,0.00,2000-00-00,00:00:00,000.0000-,000.0000-,000.00, 0.00, 0.00,-2.00, 0.00,39,-17,0,100,7.6,3.82,3.82,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,0,-2,-1017,-2,-22,13,68,498,0,-1,-1,-1,-1,-1,-1,-1
2013-12-16,21:44:49.720,0,84,7.45,0.00,2000-00-00,00:00:00,000.0000-,000.0000-,000.00, 0.00, 0.00,-1.82, 0.00,38,-17,0,100,7.6,3.82,3.82,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,0,-2,-1017,-2,-22,14,68,498,0,-1,-1,-1,-1,-1,-1,-1
2013-12-16,21:44:50.740,1,80,7.45,0.00,2000-00-00,00:00:00,000.0000-,000.0000-,000.00, 0.00, 0.00,-1.63, 0.00,37,-20,0,100,7.6,3.82,3.82,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,0,-2,-1017,-2,-22,14,68,497,0,-1,-1,-1,-1,-1,-1,-1
2013-12-16,21:44:51.760,0,84,7.45,0.00,2000-00-00,00:00:00,000.0000-,000.0000-,000.00, 0.00, 0.00,-1.75, 0.00,37,-20,0,100,7.6,3.82,3.82,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,-1,-4,-1017,-2,-23,14,68,498,0,-1,-1,-1,-1,-1,-1,-1
2013-12-16,21:44:52.760,1,85,7.45,0.00,2000-00-00,00:00:00,000.0000-,000.0000-,000.00, 0.00, 0.00,-1.88, 0.00,36,-20,0,100,7.6,3.82,3.82,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,0,-2,-1017,-2,-24,14,68,498,0,-1,-1,-1,-1,-1,-1,-1
2013-12-16,21:44:53.780,1,80,7.45,0.00,2000-00-00,00:00:00,000.0000-,000.0000-,000.00, 0.00, 0.00,-2.00, 0.00,36,-20,0,100,7.6,3.82,3.82,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,-1,-1,-1017,0,-23,14,68,497,0,-1,-1,-1,-1,-1,-1,-1
2013-12-16,21:44:54.800,0,80,7.45,0.00,2000-00-00,00:00:00,000.0000-,000.0000-,000.00, 0.00, 0.00,-1.63, 0.00,35,-20,0,100,7.6,3.82,3.82,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,0,-2,-1017,-2,-22,14,68,498,0,-1,-1,-1,-1,-1,-1,-1
2013-12-16,21:44:55.820,1,83,7.45,0.00,2000-00-00,00:00:00,000.0000-,000.0000-,000.00, 0.00, 0.00,-1.82, 0.00,35,-20,0,100,7.6,3.82,3.82,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,0,-1,-1017,0,-23,13,68,497,0,-1,-1,-1,-1,-1,-1,-1
2013-12-16,21:44:56.820,0,79,7.45,0.00,2000-00-00,00:00:00,000.0000-,000.0000-,000.00, 0.00, 0.00,-1.88, 0.00,35,-20,0,100,7.6,3.82,3.82,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,0,-2,-1017,-2,-23,14,66,497,0,-1,-1,-1,-1,-1,-1,-1
2013-12-16,21:44:57.830,1,84,7.45,0.00,2000-00-00,00:00:00,000.0000-,000.0000-,000.00, 0.00, 0.00,-1.75, 0.00,34,-20,0,100,7.6,3.82,3.82,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,0,-1,-1017,0,-23,15,68,498,0,-1,-1,-1,-1,-1,-1,-1
2013-12-16,21:44:58.850,1,85,7.45,0.00,2000-00-00,00:00:00,000.0000-,000.0000-,000.00, 0.00, 0.00,-1.69, 0.00,33,-20,0,100,7.6,3.82,3.82,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,0,-1,-1017,0,-23,12,70,497,0,-1,-1,-1,-1,-1,-1,-1
2013-12-16,21:44:59.860,1,79,7.45,0.00,2000-00-00,00:00:00,000.0000-,000.0000-,000.00, 0.00, 0.00,-1.88, 0.00,33,-20,0,100,7.6,3.82,3.82,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,0,-1,-1017,0,-23,12,68,498,0,-1,-1,-1,-1,-1,-1,-1
2013-12-16,21:45:00.880,1,83,7.45,0.00,2000-00-00,00:00:00,000.0000-,000.0000-,000.00, 0.00, 0.00,-1.63, 0.00,33,-20,0,100,7.6,3.82,3.82,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,-1,-2,-1017,-1,-22,15,68,498,0,-1,-1,-1,-1,-1,-1,-1
2013-12-16,21:45:01.900,1,77,7.45,0.00,2000-00-00,00:00:00,000.0000-,000.0000-,000.00, 0.00, 0.00,-1.88, 0.00,32,-20,0,100,7.6,3.82,3.82,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,0,-1,-1017,-1,-24,13,70,497,0,-1,-1,-1,-1,-1,-1,-1
2013-12-16,21:45:02.910,1,80,7.45,0.00,2000-00-00,00:00:00,000.0000-,000.0000-,000.00, 0.00, 0.00,-1.50, 0.00,32,-20,0,100,7.6,3.82,3.82,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,0,-2,-1017,-2,-23,14,68,497,0,-1,-1,-1,-1,-1,-1,-1
